idx,prompt,reference,lstm_generated,lora_generated
157,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(175),","np.int64(5), np.int64(41), np.int64(217), np.int64(51), np.int64(82), np.int64(812)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(175), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(2), np"
158,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(2), np.int64(4669), np.int64(30), np.int64(107), np.int64(22)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np"
159,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(7), np.int64(155), np.int64(1028), np.int64(1907),","np.int64(65), np.int64(593), np.int64(636), np.int64(8), np.int64(30), np.int64(134)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(7), np.int64(155), np.int64(1028), np.int64(1907), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np"
160,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(231), np.int64(1909), np.int64(1981), np.int64(30), np.int64(5), np.int64(34),","np.int64(3224), np.int64(51), np.int64(714), np.int64(59), np.int64(204), np.int64(5220)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(231), np.int64(1909), np.int64(1981), np.int64(30), np.int64(5), np.int64(34), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np."
161,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(201), np.int64(283), np.int64(580), np.int64(30), np.int64(476), np.int64(617), np.int64(92),","np.int64(59), np.int64(4156), np.int64(30), np.int64(343), np.int64(118), np.int64(1145)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(201), np.int64(283), np.int64(580), np.int64(30), np.int64(476), np.int64(617), np.int64(92), np.int64(101), np.int64(15), np.int64(13), np.int64(12), np.int64(14), np.int64(1), np."
162,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(4724),","np.int64(8), np.int64(590), np.int64(92), np.int64(8486), np.int64(8), np.int64(201)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(4724), np.int64(3), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np"
163,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(74)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),"
164,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2),","np.int64(435), np.int64(1293), np.int64(363), np.int64(796), np.int64(805), np.int64(141)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np"
165,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(174),","np.int64(51), np.int64(1010), np.int64(59), np.int64(7083), np.int64(236), np.int64(409)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(174), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np."
166,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(515)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),"
167,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(643)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),"
168,"[np.int64(2), np.int64(155), np.int64(65), np.int64(653), np.int64(92), np.int64(50), np.int64(595), np.int64(2782), np.int64(2462), np.int64(9755), np.int64(7320), np.int64(8), np.int64(109), np.int64(142), np.int64(5225), np.int64(114), np.int64(48), np.int64(59),","np.int64(204), np.int64(825), np.int64(44), np.int64(59), np.int64(4810), np.int64(237)]",,"[np.int64(2), np.int64(155), np.int64(65), np.int64(653), np.int64(92), np.int64(50), np.int64(595), np.int64(2782), np.int64(2462), np.int64(9755), np.int64(7320), np.int64(8), np.int64(109), np.int64(142), np.int64(5225), np.int64(114), np.int64(48), np.int64(59), np.int64(992), np.int64(1192), np.int64(122), np.int64(132), np.int64(126), np.int64(114"
169,"[np.int64(5), np.int64(40), np.int64(1497), np.int64(65), np.int64(409), np.int64(82), np.int64(48), np.int64(4946), np.int64(2696), np.int64(58), np.int64(315), np.int64(558), np.int64(1273), np.int64(5), np.int64(40), np.int64(561), np.int64(6), np.int64(79),","np.int64(342), np.int64(134), np.int64(137), np.int64(315), np.int64(3542), np.int64(314)]",,"[np.int64(5), np.int64(40), np.int64(1497), np.int64(65), np.int64(409), np.int64(82), np.int64(48), np.int64(4946), np.int64(2696), np.int64(58), np.int64(315), np.int64(558), np.int64(1273), np.int64(5), np.int64(40), np.int64(561), np.int64(6), np.int64(79), np.int64(82), np.int64(9), np.int64(20), np.int64(1233), np.int64(6), np.int64(10),"
170,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(0), np.int64(2), np.int64(280), np.int64(303), np.int64(2362)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np"
171,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(2), np.int64(30), np.int64(5), np.int64(34), np.int64(79)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),"
172,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(1017), np.int64(51), np.int64(1431), np.int64(59), np.int64(5887), np.int64(1458), np.int64(60),","np.int64(367), np.int64(7630), np.int64(40), np.int64(91), np.int64(78), np.int64(4088)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(1017), np.int64(51), np.int64(1431), np.int64(59), np.int64(5887), np.int64(1458), np.int64(60), np.int64(1457), np.int64(1347), np.int64(1228), np.int64(1351), np.int64(1228), np.int64"
173,"[np.int64(2), np.int64(697), np.int64(72), np.int64(169), np.int64(61), np.int64(236), np.int64(73), np.int64(81), np.int64(736), np.int64(81), np.int64(286), np.int64(181), np.int64(2172), np.int64(46), np.int64(7042), np.int64(114), np.int64(6), np.int64(95),","np.int64(30), np.int64(134), np.int64(375), np.int64(65), np.int64(478), np.int64(8)]",,"[np.int64(2), np.int64(697), np.int64(72), np.int64(169), np.int64(61), np.int64(236), np.int64(73), np.int64(81), np.int64(736), np.int64(81), np.int64(286), np.int64(181), np.int64(2172), np.int64(46), np.int64(7042), np.int64(114), np.int64(6), np.int64(95), np.int64(1), np.int64(10), np.int64(10), np.int64(7), np.int64(9), np.int64(16),"
174,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(231), np.int64(242), np.int64(4266), np.int64(326), np.int64(6), np.int64(127), np.int64(134), np.int64(565), np.int64(189),","np.int64(59), np.int64(216), np.int64(1551), np.int64(753), np.int64(2949), np.int64(73)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(231), np.int64(242), np.int64(4266), np.int64(326), np.int64(6), np.int64(127), np.int64(134), np.int64(565), np.int64(189), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np."
175,"[np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(245), np.int64(271), np.int64(384), np.int64(453), np.int64(269), np.int64(6144), np.int64(114), np.int64(92), np.int64(6032), np.int64(79), np.int64(100), np.int64(134), np.int64(1245),","np.int64(174), np.int64(135), np.int64(4549), np.int64(30), np.int64(167), np.int64(4549)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(245), np.int64(271), np.int64(384), np.int64(453), np.int64(269), np.int64(6144), np.int64(114), np.int64(92), np.int64(6032), np.int64(79), np.int64(100), np.int64(134), np.int64(1245), np.int64(2), np.int64(4), np.int64(25), np.int64(1), np.int64(5), np.int64(7), np."
176,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(5142), np.int64(61), np.int64(139), np.int64(616),","np.int64(187), np.int64(73), np.int64(768), np.int64(758), np.int64(4), np.int64(200)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(5142), np.int64(61), np.int64(139), np.int64(616), np.int64(5142), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0"
177,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30),","np.int64(218), np.int64(22), np.int64(148), np.int64(9714), np.int64(92), np.int64(61)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np"
178,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(82), np.int64(173), np.int64(46), np.int64(5210), np.int64(1388), np.int64(6), np.int64(2996), np.int64(2736), np.int64(92), np.int64(4016), np.int64(6582),","np.int64(1100), np.int64(703), np.int64(4003), np.int64(51), np.int64(59), np.int64(1646)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(82), np.int64(173), np.int64(46), np.int64(5210), np.int64(1388), np.int64(6), np.int64(2996), np.int64(2736), np.int64(92), np.int64(4016), np.int64(6582), np.int64(2636), np.int64(906), np.int64(0), np.int64(1), np.int64(1378), np.int64(1"
179,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(234), np.int64(79), np.int64(1440), np.int64(6), np.int64(30), np.int64(5), np.int64(34), np.int64(1890), np.int64(120), np.int64(649), np.int64(3294),","np.int64(1577), np.int64(74), np.int64(930), np.int64(8), np.int64(30), np.int64(643)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(234), np.int64(79), np.int64(1440), np.int64(6), np.int64(30), np.int64(5), np.int64(34), np.int64(1890), np.int64(120), np.int64(649), np.int64(3294), np.int64(3294), np.int64(1), np.int64(1), np.int64(2), np.int64(4), np.int64(1),"
180,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(411),","np.int64(79), np.int64(30), np.int64(651), np.int64(5191), np.int64(59), np.int64(499)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(411), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np"
181,"[np.int64(2), np.int64(415), np.int64(4), np.int64(142), np.int64(72), np.int64(55), np.int64(227), np.int64(864), np.int64(54), np.int64(484), np.int64(21), np.int64(196), np.int64(138), np.int64(30), np.int64(230), np.int64(729), np.int64(72), np.int64(73),","np.int64(137), np.int64(117), np.int64(1060), np.int64(114), np.int64(333), np.int64(613)]",,"[np.int64(2), np.int64(415), np.int64(4), np.int64(142), np.int64(72), np.int64(55), np.int64(227), np.int64(864), np.int64(54), np.int64(484), np.int64(21), np.int64(196), np.int64(138), np.int64(30), np.int64(230), np.int64(729), np.int64(72), np.int64(73), np.int64(1), np.int64(121), np.int64(110), np.int64(7), np.int64(8), np.int64(15), np"
182,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(2), np.int64(74), np.int64(2155), np.int64(65), np.int64(48), np.int64(5144)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np."
183,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(6147), np.int64(1512),","np.int64(61), np.int64(3979), np.int64(5), np.int64(40), np.int64(702), np.int64(211)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(6147), np.int64(1512), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np"
184,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(0), np.int64(2), np.int64(7567), np.int64(851), np.int64(58)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np."
185,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(2), np.int64(242), np.int64(51), np.int64(385), np.int64(28)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),"
186,"[np.int64(351), np.int64(5), np.int64(41), np.int64(453), np.int64(64), np.int64(1666), np.int64(4), np.int64(30), np.int64(365), np.int64(170), np.int64(51), np.int64(1666), np.int64(91), np.int64(59), np.int64(507), np.int64(8930), np.int64(46), np.int64(6),","np.int64(59), np.int64(1296), np.int64(606), np.int64(8), np.int64(30), np.int64(2943)]",,"[np.int64(351), np.int64(5), np.int64(41), np.int64(453), np.int64(64), np.int64(1666), np.int64(4), np.int64(30), np.int64(365), np.int64(170), np.int64(51), np.int64(1666), np.int64(91), np.int64(59), np.int64(507), np.int64(8930), np.int64(46), np.int64(6), np.int64(7), np.int64(49), np.int64(53), np.int64(8), np.int64(1), np.int64(9), np."
187,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(5), np.int64(34), np.int64(1199), np.int64(72), np.int64(21), np.int64(30), np.int64(134), np.int64(5), np.int64(41),","np.int64(328), np.int64(530), np.int64(95), np.int64(92), np.int64(156), np.int64(1094)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(5), np.int64(34), np.int64(1199), np.int64(72), np.int64(21), np.int64(30), np.int64(134), np.int64(5), np.int64(41), np.int64(18), np.int64(12), np.int64(24), np.int64(21), np.int64(14), np.int64(11), np"
188,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),"
189,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(874), np.int64(1319), np.int64(48), np.int64(200), np.int64(356), np.int64(118), np.int64(331), np.int64(22), np.int64(927), np.int64(8517), np.int64(499),","np.int64(2435), np.int64(3738), np.int64(290), np.int64(64), np.int64(73), np.int64(22)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(30), np.int64(874), np.int64(1319), np.int64(48), np.int64(200), np.int64(356), np.int64(118), np.int64(331), np.int64(22), np.int64(927), np.int64(8517), np.int64(499), np.int64(1003), np.int64(1), np.int64(2), np.int64(4), np.int64(1), np.int64(2), np"
190,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(728), np.int64(28),","np.int64(5582), np.int64(94), np.int64(2434), np.int64(388), np.int64(885), np.int64(51)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(728), np.int64(28), np.int64(1), np.int64(8), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np."
191,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(0), np.int64(2), np.int64(26), np.int64(3373), np.int64(318)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np"
192,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(201), np.int64(411),","np.int64(155), np.int64(65), np.int64(3659), np.int64(290), np.int64(74), np.int64(1111)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(201), np.int64(411), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np"
193,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(289), np.int64(59)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),"
194,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0),","np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(8242), np.int64(6322)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np."
195,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(1060), np.int64(114), np.int64(1977), np.int64(3159), np.int64(1160), np.int64(3843),","np.int64(11), np.int64(3537), np.int64(1755), np.int64(457), np.int64(88), np.int64(667)]",,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(1060), np.int64(114), np.int64(1977), np.int64(3159), np.int64(1160), np.int64(3843), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np."
